possession_id,value,attention_weights,game_id,team_id,team_name,period,time_start,time_end,outcome
92,0.196407,"[0.18041772, 0.00051963836, 0.06909967, 0.00046795, 0.6953362, 0.003947148, 0.00016709685, 0.05004458]",3943043,772,Spain,2,3291,3303,Shot
129,0.19033019,"[0.10198788, 0.21998696, 0.009412542, 0.22940762, 0.08745647, 0.15468752, 0.00097498664, 0.19608599]",3943043,772,Spain,2,4870,4874,Shot
92,0.18706109,"[0.1058986, 0.13477175, 0.0006604937, 0.7173936, 0.032477498, 0.0005757161, 0.00010002487, 0.0081224125]",3943043,772,Spain,2,3294,3304,Shot
24,0.1655875,"[0.0036162776, 0.007145241, 0.43316582, 0.0055917664, 0.0018467944, 0.01738459, 0.46865976, 0.062589794]",3943043,772,Spain,1,817,832,Pass
109,0.15940316,"[0.07654472, 0.016423672, 0.25672978, 0.004715079, 0.009506725, 0.010539856, 0.33807364, 0.28746656]",3943043,772,Spain,2,4084,4090,Pass
58,0.15650308,"[0.00013692622, 0.03132033, 0.008344397, 0.02292749, 0.29179367, 0.08766633, 0.030345712, 0.52746516]",3943043,772,Spain,1,2147,2155,Pass
75,0.14362366,"[0.5173818, 0.33883613, 0.14378205, 0.0, 0.0, 0.0, 0.0, 0.0]",3943043,768,England,1,2739,2741,Shot
129,0.1427273,"[0.16156246, 1.02521335e-05, 0.0940004, 0.16923483, 0.17401567, 0.21631214, 0.18238626, 0.0024779947]",3943043,772,Spain,2,4871,4875,Shot
137,0.14192683,"[0.025374157, 0.00042577405, 0.17597765, 0.28925985, 0.136007, 0.012756297, 0.024166139, 0.33603317]",3943043,768,England,2,5262,5278,Pass
83,0.13908589,"[1.38462565e-05, 4.145676e-06, 0.0006552731, 0.46550632, 0.00030764902, 0.49197036, 0.010290776, 0.031251665]",3943043,772,Spain,2,2891,2899,Shot
81,0.13084638,"[0.02684785, 0.00013249432, 0.038257305, 0.40275326, 0.031841863, 0.029855387, 0.0015602348, 0.4687516]",3943043,772,Spain,2,2755,2769,Goal
92,0.13083094,"[0.63559693, 0.06690219, 0.21695453, 0.01536523, 0.0063251867, 0.046310503, 0.0050836597, 0.007461806]",3943043,772,Spain,2,3298,3315,Shot
83,0.13034332,"[0.0024194364, 0.0074075162, 0.011864019, 0.09704848, 0.36051232, 0.015757056, 0.44017118, 0.06482004]",3943043,772,Spain,2,2889,2898,Pass
102,0.13031244,"[0.0027487725, 0.21152258, 0.0006041677, 0.28123796, 5.9952672e-05, 0.03148398, 0.0035912022, 0.46875137]",3943043,768,England,2,3862,3874,Pass
92,0.12966578,"[0.011834735, 0.5202047, 0.10850791, 0.1051286, 0.06325183, 0.055650387, 0.07907701, 0.056344904]",3943043,772,Spain,2,3295,3307,Shot
40,0.12843034,"[0.010319222, 0.045361377, 0.032858077, 0.28733712, 0.017801575, 0.018729873, 0.064130336, 0.5234624]",3943043,768,England,1,1448,1458,Pass
137,0.11453012,"[0.008942444, 0.009524934, 0.07507718, 0.048334613, 0.023299702, 0.024732316, 0.31040245, 0.49968636]",3943043,768,England,2,5264,5278,Pass
109,0.11199483,"[0.025235076, 0.0020461096, 0.00027369848, 0.3795906, 0.000614009, 0.00052699004, 0.0027490596, 0.5889645]",3943043,772,Spain,2,4084,4089,Pass
110,0.111051776,"[0.16982552, 0.09247729, 0.16921711, 0.09372011, 0.1435388, 0.24883544, 0.061271884, 0.02111385]",3943043,772,Spain,2,4129,4144,Pass
40,0.11029122,"[0.016502464, 0.0085583925, 0.014481444, 0.008661845, 0.009104052, 0.014896903, 0.47829884, 0.4494961]",3943043,768,England,1,1451,1459,Pass
