possession,game_id,possession_team,length,start_x,start_y,end_x,end_y,period_id,start_time_seconds,end_time_seconds
30,3943043,Spain,16,62.081250000000004,67.9575,101.54375,33.53249999999999,1,1100.132,1128.933
31,3943043,England,7,101.54375,33.5325,41.16875,0.04250000000000398,1,1130.827,1152.632
32,3943043,Spain,53,39.41875,0.04250000000000398,85.61875000000002,42.1175,1,1160.48,1251.241
33,3943043,England,8,85.61875,42.1175,85.96875,62.5175,1,1251.895,1261.932
34,3943043,England,7,87.45625,61.5825,25.94374999999998,44.752500000000005,1,1308.282,1320.391
35,3943043,Spain,4,25.943749999999998,44.7525,43.09375,55.2075,1,1321.83,1325.83
36,3943043,Spain,10,47.643750000000004,67.9575,97.78125,36.3375,1,1348.539,1364.289
37,3943043,England,5,97.78125,36.337500000000006,81.33125,24.862499999999997,1,1366.585,1372.91
38,3943043,Spain,5,81.33125000000001,24.862499999999997,97.60625,20.1875,1,1374.003,1378.175
39,3943043,Spain,5,104.95625000000001,0.04250000000000398,66.71875,17.807499999999997,1,1391.019,1400.833
40,3943043,England,15,58.49374999999999,21.4625,40.38125000000001,38.3775,1,1442.505,1460.18
41,3943043,Spain,4,40.38125000000001,38.3775,43.53125,57.3325,1,1461.835,1465.763
42,3943043,England,10,43.53125,57.3325,24.71875,42.542500000000004,1,1466.24,1478.584
43,3943043,Spain,18,19.11875,37.6975,67.24375,5.142499999999998,1,1573.249,1602.247
44,3943043,Spain,29,67.24375,0.04250000000000398,103.11875,31.747499999999995,1,1605.299,1647.748
45,3943043,England,1,103.11875,31.832499999999996,103.11875,31.832499999999996,1,1649.053,1649.053
46,3943043,England,26,91.13125,29.707499999999996,12.55625,1.9975000000000023,1,1670.717,1714.102
47,3943043,Spain,5,12.73125,0.04250000000000398,17.193749999999994,1.6574999999999989,1,1727.394,1731.195
48,3943043,Spain,8,23.756249999999998,0.04250000000000398,49.48125,23.672499999999992,1,1741.553,1749.684
49,3943043,England,8,49.481249999999996,23.6725,29.96875,32.852500000000006,1,1751.957,1760.1
50,3943043,Spain,10,4.06875,45.5175,78.00625,34.9775,1,1763.091,1782.825
51,3943043,England,8,78.00625,34.9775,75.64375,36.167500000000004,1,1784.207,1797.13
52,3943043,England,9,73.98124999999999,36.6775,55.69375000000001,6.502499999999991,1,1892.614,1903.52
53,3943043,England,5,55.51875,18.487499999999997,29.96875,7.267499999999998,1,1920.919,1932.76
54,3943043,Spain,5,23.93125,6.842500000000001,24.106250000000003,22.1425,1,1933.682,1938.437
56,3943043,Spain,27,11.94375,31.40749999999999,100.40625,15.512500000000003,1,1961.58,2012.034
57,3943043,Spain,2,104.95625000000001,0.04250000000000398,104.95625000000001,67.9575,1,2045.607,2047.734
58,3943043,Spain,43,104.95625000000001,67.9575,104.95625000000001,24.182499999999997,1,2093.119,2155.374
59,3943043,England,3,99.79375,38.037499999999994,33.03125,54.8675,1,2193.546,2198.701
60,3943043,Spain,39,33.03125,54.8675,104.95625000000001,25.372499999999995,1,2200.503,2270.351
61,3943043,England,16,101.54375,38.5475,39.24374999999999,38.5475,1,2299.053,2320.102
62,3943043,Spain,9,39.243750000000006,38.54749999999999,60.33125,63.5375,1,2321.84,2330.802
63,3943043,England,27,60.33125,63.537499999999994,21.65625,34.6375,1,2330.802,2375.384
64,3943043,Spain,27,21.65625,34.6375,78.00625,4.802499999999995,1,2377.004,2422.97
65,3943043,Spain,11,78.00625,4.802499999999995,74.59375,22.2275,1,2426.7735000000002,2439.349
66,3943043,England,15,74.59375,22.2275,16.231250000000003,30.642500000000005,1,2439.909,2460.574
67,3943043,Spain,18,16.231250000000003,30.6425,86.66875,0.04250000000000398,1,2461.677,2485.987
68,3943043,England,2,75.29374999999999,0.04250000000000398,39.41874999999999,13.642499999999998,1,2518.536,2520.038
69,3943043,Spain,14,39.41875,13.642499999999998,99.96875,41.7775,1,2522.167,2544.429
70,3943043,Spain,2,104.95625000000001,67.9575,97.95625,16.277500000000003,1,2579.377,2580.93
71,3943043,England,3,97.95625,16.277500000000003,102.15625,3.102499999999992,1,2583.406,2588.788
72,3943043,England,2,99.79375,37.1875,24.28125,47.0475,1,2626.936,2630.639
73,3943043,Spain,5,24.28125,47.0475,24.36875,16.447499999999998,1,2631.569,2636.542
74,3943043,England,8,24.36874999999999,16.447499999999998,25.15625,52.0625,1,2640.251,2648.846
75,3943043,England,3,25.33125000000001,53.252500000000005,1.0062499999999943,31.237499999999997,1,2739.709,2741.987
76,3943043,Spain,1,1.0062499999999999,32.8525,1.0062499999999999,32.8525,1,2742.515,2742.515
