possession,game_id,possession_team,length,startPosition,endPosition
2,3942819,England,13,"[60.0, 40.0]","[81.3, 49.9]"
3,3942819,Netherlands,5,"[50.0, 29.3]","[50.5, 29.3]"
4,3942819,Netherlands,35,"[50.1, 16.3]","[83.5, 75.9]"
5,3942819,England,96,"[36.4, 4.2]","[70.7, 24.3]"
6,3942819,England,17,"[63.7, 17.9]","[74.2, 28.6]"
7,3942819,Netherlands,27,"[45.9, 51.5]","[96.6, 48.6]"
8,3942819,England,33,"[8.2, 33.1]","[111.5, 5.3]"
9,3942819,Netherlands,39,"[13.6, 62.5]","[57.1, 6.7]"
10,3942819,England,43,"[63.0, 73.4]","[77.5, 32.9]"
11,3942819,Netherlands,31,"[9.4, 60.2]","[2.7, 38.6]"
12,3942819,England,43,"[60.0, 40.0]","[91.0, 18.7]"
13,3942819,England,13,"[90.4, 17.7]","[84.4, 46.9]"
14,3942819,England,6,"[84.0, 53.0]","[4.3, 46.0]"
15,3942819,England,4,"[110.6, 0.1]","[110.6, 1.2]"
16,3942819,Netherlands,20,"[11.6, 77.8]","[51.9, 77.9]"
17,3942819,England,17,"[68.2, 2.2]","[1.7, 40.4]"
18,3942819,England,57,"[106.2, 0.1]","[107.6, 34.3]"
19,3942819,England,2,"[108.1, 40.0]","[1.0, 40.0]"
20,3942819,Netherlands,4,"[61.0, 40.1]","[80.4, 71.5]"
21,3942819,England,1,"[39.4, 0.1]","[39.4, 0.1]"
22,3942819,Netherlands,21,"[28.7, 71.3]","[46.2, 75.4]"
23,3942819,Netherlands,25,"[64.8, 0.1]","[61.2, 15.7]"
24,3942819,England,63,"[51.5, 80.0]","[97.5, 50.4]"
25,3942819,Netherlands,8,"[15.5, 33.2]","[87.6, 72.6]"
26,3942819,Netherlands,11,"[34.7, 0.1]","[62.4, 22.7]"
27,3942819,England,29,"[46.5, 40.6]","[3.3, 38.9]"
28,3942819,England,28,"[103.2, 80.0]","[98.6, 61.4]"
30,3942819,England,88,"[104.1, 73.4]","[72.8, 1.0]"
31,3942819,Netherlands,51,"[40.2, 69.0]","[16.4, 9.6]"
32,3942819,Netherlands,56,"[85.1, 80.0]","[92.3, 63.3]"
33,3942819,England,40,"[29.2, 18.1]","[74.7, 1.4]"
34,3942819,Netherlands,14,"[40.1, 68.0]","[2.5, 38.9]"
35,3942819,Netherlands,5,"[120.0, 80.0]","[1.0, 39.2]"
36,3942819,England,94,"[2.1, 38.9]","[2.3, 39.0]"
37,3942819,Netherlands,5,"[6.5, 33.5]","[69.4, 72.7]"
38,3942819,England,45,"[48.2, 7.5]","[11.1, 47.4]"
39,3942819,Netherlands,8,"[6.5, 48.5]","[83.5, 67.1]"
40,3942819,England,54,"[35.6, 25.0]","[101.6, 12.7]"
41,3942819,Netherlands,10,"[18.3, 80.0]","[23.2, 33.7]"
42,3942819,England,93,"[15.0, 25.9]","[98.4, 50.6]"
43,3942819,Netherlands,1,"[1.8, 39.6]","[1.8, 39.6]"
44,3942819,Netherlands,24,"[4.6, 42.0]","[89.5, 47.2]"
45,3942819,England,57,"[31.4, 29.5]","[2.7, 38.1]"
46,3942819,England,9,"[111.5, 80.0]","[81.6, 54.8]"
47,3942819,Netherlands,28,"[37.9, 25.7]","[79.6, 78.6]"
48,3942819,England,136,"[35.6, 0.1]","[113.1, 19.5]"
49,3942819,Netherlands,172,"[2.8, 43.4]","[114.2, 52.8]"
50,3942819,England,1,"[5.2, 45.3]","[5.2, 45.3]"
51,3942819,Netherlands,33,"[60.0, 40.0]","[63.1, 63.8]"
52,3942819,England,19,"[57.0, 20.0]","[48.7, 66.6]"
53,3942819,England,23,"[42.9, 62.9]","[76.0, 3.2]"
54,3942819,England,12,"[35.7, 80.0]","[114.9, 11.2]"
55,3942819,Netherlands,10,"[4.2, 34.2]","[76.7, 2.7]"
56,3942819,England,28,"[10.6, 60.2]","[47.0, 2.6]"
57,3942819,England,5,"[80.0, 80.0]","[117.9, 61.7]"
58,3942819,Netherlands,12,"[15.7, 48.3]","[52.6, 56.0]"
59,3942819,Netherlands,34,"[52.3, 52.4]","[71.8, 63.8]"
60,3942819,England,12,"[47.8, 18.5]","[87.0, 75.8]"
61,3942819,England,17,"[42.6, 0.1]","[47.7, 27.7]"
62,3942819,Netherlands,11,"[18.7, 56.6]","[88.5, 36.4]"
63,3942819,Netherlands,31,"[31.6, 43.7]","[61.5, 63.6]"
64,3942819,England,66,"[52.4, 21.1]","[8.8, 53.2]"
65,3942819,England,25,"[108.7, 0.1]","[93.7, 31.2]"
66,3942819,Netherlands,18,"[26.4, 48.9]","[106.5, 68.2]"
67,3942819,England,14,"[17.1, 0.1]","[69.8, 4.6]"
68,3942819,Netherlands,31,"[36.2, 80.0]","[67.7, 74.2]"
69,3942819,England,7,"[52.4, 5.9]","[49.9, 73.5]"
70,3942819,England,16,"[57.0, 0.1]","[48.0, 14.3]"
71,3942819,Netherlands,22,"[23.5, 20.4]","[78.3, 58.6]"
72,3942819,England,108,"[36.2, 18.0]","[20.6, 24.5]"
73,3942819,England,25,"[64.1, 80.0]","[90.0, 26.9]"
74,3942819,Netherlands,12,"[30.1, 53.2]","[64.8, 74.5]"
75,3942819,England,56,"[57.0, 0.1]","[90.6, 77.5]"
76,3942819,Netherlands,10,"[30.1, 0.1]","[111.1, 44.5]"
77,3942819,England,59,"[7.0, 49.3]","[99.5, 4.3]"
78,3942819,Netherlands,4,"[20.6, 75.8]","[21.8, 72.7]"
79,3942819,Netherlands,40,"[21.3, 71.9]","[92.2, 71.5]"
80,3942819,England,8,"[8.2, 17.4]","[4.9, 11.9]"
81,3942819,Netherlands,18,"[82.9, 80.0]","[79.8, 69.9]"
82,3942819,Netherlands,6,"[78.5, 70.2]","[1.0, 41.4]"
83,3942819,Netherlands,5,"[120.0, 80.0]","[1.1, 38.6]"
84,3942819,England,10,"[5.8, 37.2]","[50.1, 37.1]"
85,3942819,England,26,"[51.9, 38.2]","[90.6, 54.7]"
86,3942819,Netherlands,51,"[20.3, 25.6]","[4.6, 34.1]"
87,3942819,Netherlands,3,"[120.0, 80.0]","[5.9, 48.9]"
88,3942819,England,24,"[3.6, 40.7]","[100.7, 22.0]"
89,3942819,Netherlands,90,"[3.6, 31.7]","[68.3, 54.4]"
90,3942819,Netherlands,22,"[68.3, 53.5]","[33.9, 77.4]"
91,3942819,England,5,"[35.4, 58.2]","[47.7, 59.1]"
92,3942819,England,52,"[43.1, 68.1]","[97.2, 76.9]"
93,3942819,Netherlands,19,"[4.2, 30.7]","[90.5, 4.0]"
94,3942819,Netherlands,149,"[37.1, 80.0]","[0.9, 39.9]"
95,3942819,England,15,"[10.6, 37.6]","[78.6, 69.3]"
96,3942819,England,50,"[50.9, 0.1]","[117.9, 60.8]"
97,3942819,Netherlands,24,"[10.3, 22.5]","[76.4, 58.1]"
98,3942819,England,79,"[44.1, 19.4]","[79.3, 26.9]"
99,3942819,Netherlands,88,"[40.8, 53.2]","[10.6, 43.9]"
100,3942819,England,33,"[6.7, 49.9]","[110.6, 28.7]"
101,3942819,Netherlands,9,"[14.1, 52.0]","[33.2, 71.5]"
102,3942819,England,7,"[86.9, 8.6]","[42.4, 71.5]"
103,3942819,England,11,"[77.7, 7.1]","[92.0, 19.4]"
104,3942819,Netherlands,14,"[20.9, 59.2]","[90.5, 20.4]"
105,3942819,Netherlands,5,"[85.8, 19.8]","[8.8, 32.5]"
106,3942819,England,44,"[7.0, 36.5]","[2.2, 38.9]"
107,3942819,Netherlands,4,"[6.0, 46.8]","[65.2, 51.7]"
108,3942819,England,5,"[27.9, 24.1]","[30.0, 21.1]"
109,3942819,England,53,"[35.7, 24.6]","[1.7, 36.4]"
110,3942819,Netherlands,39,"[60.0, 40.0]","[63.2, 23.5]"
111,3942819,Netherlands,15,"[34.2, 80.0]","[79.8, 59.2]"
112,3942819,England,7,"[40.3, 20.9]","[71.6, 16.3]"
113,3942819,Netherlands,23,"[45.4, 54.6]","[68.7, 5.1]"
114,3942819,England,2,"[68.7, 5.9]","[8.8, 68.4]"
2,3943043,England,5,"[60.0, 40.0]","[96.8, 56.5]"
3,3943043,Spain,15,"[6.9, 39.6]","[55.0, 13.2]"
4,3943043,Spain,38,"[72.5, 80.0]","[98.3, 65.4]"
5,3943043,England,14,"[21.8, 14.7]","[51.1, 2.4]"
6,3943043,Spain,11,"[69.0, 77.7]","[86.6, 3.3]"
7,3943043,Spain,51,"[41.1, 80.0]","[69.6, 70.8]"
8,3943043,England,15,"[50.5, 13.0]","[61.6, 26.5]"
9,3943043,Spain,51,"[43.5, 39.1]","[8.6, 44.8]"
10,3943043,Spain,6,"[120.0, 0.1]","[77.5, 35.1]"
11,3943043,England,11,"[22.8, 45.4]","[85.1, 18.8]"
12,3943043,Spain,132,"[56.1, 5.1]","[15.4, 53.4]"
13,3943043,England,9,"[10.8, 51.4]","[115.0, 6.5]"
14,3943043,England,5,"[11.8, 80.0]","[50.1, 65.8]"
15,3943043,Spain,21,"[63.4, 14.9]","[92.4, 28.3]"
16,3943043,England,8,"[20.5, 54.6]","[40.8, 69.9]"
17,3943043,Spain,17,"[67.8, 0.1]","[74.9, 43.0]"
18,3943043,England,7,"[46.1, 50.3]","[64.5, 28.1]"
19,3943043,England,30,"[51.1, 80.0]","[72.6, 10.6]"
20,3943043,England,3,"[75.2, 10.6]","[13.7, 33.6]"
21,3943043,Spain,39,"[13.5, 33.6]","[1.8, 44.1]"
22,3943043,Spain,8,"[120.0, 0.1]","[1.1, 37.6]"
23,3943043,England,1,"[6.0, 42.4]","[6.0, 42.4]"
24,3943043,Spain,28,"[10.7, 43.3]","[12.4, 42.4]"
25,3943043,England,10,"[18.5, 40.8]","[62.7, 75.8]"
26,3943043,England,19,"[59.5, 0.1]","[4.0, 35.1]"
27,3943043,England,92,"[120.0, 80.0]","[99.5, 45.2]"
28,3943043,Spain,8,"[16.2, 36.5]","[74.8, 5.5]"
29,3943043,Spain,40,"[38.2, 80.0]","[18.3, 39.5]"
30,3943043,Spain,25,"[71.0, 0.1]","[88.3, 69.5]"
31,3943043,England,11,"[4.0, 39.5]","[58.5, 2.4]"
32,3943043,Spain,86,"[45.1, 80.0]","[98.3, 31.0]"
33,3943043,England,16,"[22.2, 49.6]","[21.8, 73.6]"
34,3943043,England,18,"[20.1, 72.5]","[84.9, 51.6]"
35,3943043,Spain,11,"[29.7, 27.4]","[49.8, 12.0]"
36,3943043,Spain,18,"[54.5, 0.1]","[110.0, 36.0]"
37,3943043,England,8,"[8.3, 42.8]","[24.5, 27.1]"
38,3943043,Spain,9,"[93.0, 50.8]","[8.5, 23.8]"
39,3943043,Spain,10,"[120.0, 80.0]","[43.8, 21.0]"
40,3943043,England,28,"[53.2, 25.3]","[14.0, 38.7]"
41,3943043,Spain,8,"[46.2, 34.9]","[49.8, 12.6]"
42,3943043,England,17,"[70.3, 67.5]","[28.3, 30.0]"
43,3943043,Spain,31,"[21.9, 35.7]","[43.2, 6.1]"
44,3943043,Spain,51,"[76.9, 80.0]","[15.8, 31.6]"
45,3943043,England,1,"[2.2, 37.5]","[2.2, 37.5]"
46,3943043,England,46,"[15.9, 35.0]","[14.4, 77.7]"
47,3943043,Spain,10,"[14.6, 80.0]","[100.4, 2.0]"
48,3943043,Spain,14,"[27.2, 80.0]","[2.9, 48.6]"
49,3943043,England,15,"[63.5, 27.9]","[34.3, 41.4]"
50,3943043,Spain,19,"[4.7, 26.5]","[85.3, 32.7]"
51,3943043,England,14,"[30.9, 41.2]","[33.6, 42.6]"
52,3943043,England,18,"[35.5, 43.2]","[56.4, 7.7]"
53,3943043,England,10,"[56.6, 21.8]","[89.8, 8.3]"
54,3943043,Spain,11,"[27.4, 72.0]","[8.0, 45.4]"
56,3943043,Spain,49,"[11.1, 43.1]","[5.3, 18.3]"
57,3943043,Spain,2,"[120.0, 80.0]","[8.3, 45.8]"
58,3943043,Spain,72,"[120.0, 0.1]","[100.3, 8.0]"
59,3943043,England,7,"[6.0, 44.8]","[81.9, 66.0]"
60,3943043,Spain,64,"[37.8, 15.5]","[96.7, 21.8]"
61,3943043,England,31,"[4.0, 45.4]","[64.4, 42.6]"
62,3943043,Spain,16,"[44.9, 34.7]","[69.0, 5.3]"
63,3943043,England,43,"[51.1, 74.8]","[21.9, 49.1]"
64,3943043,Spain,46,"[24.8, 39.3]","[30.9, 5.7]"
65,3943043,Spain,16,"[84.9, 80.0]","[87.7, 55.0]"
66,3943043,England,28,"[34.8, 26.2]","[106.1, 32.2]"
67,3943043,Spain,30,"[18.6, 44.0]","[96.7, 77.3]"
68,3943043,England,4,"[34.0, 0.1]","[62.7, 13.9]"
69,3943043,Spain,22,"[45.1, 64.0]","[4.6, 47.3]"
70,3943043,Spain,4,"[120.0, 0.1]","[5.2, 41.4]"
71,3943043,England,5,"[8.1, 19.2]","[116.8, 76.4]"
72,3943043,England,4,"[6.0, 43.8]","[91.5, 59.9]"
73,3943043,Spain,12,"[27.8, 24.7]","[27.9, 60.7]"
74,3943043,England,14,"[92.2, 19.4]","[91.3, 61.3]"
75,3943043,England,6,"[91.1, 62.7]","[114.4, 29.9]"
76,3943043,Spain,1,"[1.2, 41.4]","[1.2, 41.4]"
77,3943043,Spain,4,"[3.6, 43.5]","[65.5, 6.2]"
78,3943043,England,3,"[6.0, 42.8]","[87.4, 75.0]"
79,3943043,Spain,9,"[32.7, 5.1]","[55.1, 76.2]"
80,3943043,Spain,37,"[60.0, 40.0]","[66.9, 78.8]"
81,3943043,Spain,32,"[40.7, 0.1]","[2.7, 43.0]"
82,3943043,England,6,"[61.0, 40.1]","[94.7, 59.5]"
83,3943043,Spain,41,"[25.4, 20.6]","[2.5, 41.7]"
84,3943043,England,39,"[5.8, 45.8]","[64.5, 28.1]"
85,3943043,Spain,19,"[55.6, 52.0]","[57.6, 61.4]"
86,3943043,England,9,"[62.5, 18.7]","[47.8, 75.0]"
87,3943043,England,20,"[70.3, 0.1]","[102.2, 11.2]"
88,3943043,Spain,6,"[5.4, 39.5]","[78.1, 60.5]"
89,3943043,England,55,"[42.0, 19.6]","[102.2, 72.3]"
90,3943043,Spain,40,"[11.2, 80.0]","[71.9, 36.9]"
91,3943043,Spain,90,"[74.2, 34.8]","[2.4, 40.0]"
92,3943043,Spain,55,"[94.0, 0.1]","[1.3, 40.4]"
93,3943043,England,6,"[6.7, 43.5]","[44.6, 69.7]"
94,3943043,England,50,"[37.0, 77.6]","[79.2, 9.1]"
95,3943043,Spain,4,"[38.2, 80.0]","[73.4, 73.6]"
96,3943043,England,29,"[46.7, 6.5]","[50.3, 78.5]"
97,3943043,Spain,64,"[69.8, 0.1]","[17.2, 29.1]"
98,3943043,England,71,"[8.4, 42.3]","[30.9, 71.7]"
99,3943043,England,55,"[85.4, 0.1]","[99.5, 74.6]"
100,3943043,England,25,"[99.0, 72.3]","[2.8, 40.5]"
101,3943043,Spain,9,"[5.4, 30.5]","[64.7, 49.5]"
102,3943043,England,17,"[58.7, 24.9]","[110.3, 29.1]"
103,3943043,Spain,5,"[6.0, 31.1]","[4.5, 39.5]"
104,3943043,England,10,"[55.1, 51.6]","[29.0, 25.6]"
105,3943043,Spain,17,"[42.0, 16.7]","[6.3, 37.1]"
106,3943043,Spain,15,"[120.0, 0.1]","[21.5, 14.8]"
107,3943043,Spain,9,"[92.8, 80.0]","[111.4, 70.8]"
108,3943043,England,9,"[4.7, 41.8]","[34.4, 70.6]"
109,3943043,Spain,12,"[85.7, 9.5]","[11.7, 44.5]"
110,3943043,Spain,25,"[120.0, 80.0]","[1.3, 40.5]"
111,3943043,England,18,"[6.7, 40.9]","[26.8, 44.2]"
112,3943043,England,16,"[74.4, 80.0]","[85.9, 67.1]"
113,3943043,Spain,43,"[34.2, 13.0]","[63.6, 54.5]"
114,3943043,England,9,"[55.3, 39.3]","[70.4, 32.0]"
115,3943043,Spain,10,"[55.0, 46.9]","[112.0, 24.9]"
116,3943043,England,1,"[1.7, 43.3]","[1.7, 43.3]"
117,3943043,England,20,"[14.8, 48.8]","[98.4, 49.0]"
118,3943043,Spain,2,"[13.8, 34.5]","[1.9, 39.4]"
119,3943043,Spain,19,"[60.0, 40.0]","[55.7, 42.7]"
120,3943043,England,38,"[63.6, 39.6]","[8.1, 34.5]"
121,3943043,England,18,"[93.3, 80.0]","[12.5, 8.5]"
122,3943043,England,10,"[107.3, 80.0]","[90.0, 48.1]"
123,3943043,Spain,101,"[5.0, 35.0]","[6.2, 46.5]"
124,3943043,Spain,6,"[120.0, 0.1]","[15.3, 34.5]"
125,3943043,Spain,42,"[65.3, 80.0]","[118.2, 61.0]"
126,3943043,England,1,"[7.0, 41.0]","[7.0, 41.0]"
127,3943043,Spain,37,"[50.3, 38.3]","[42.6, 21.6]"
128,3943043,England,11,"[42.2, 24.8]","[57.2, 52.9]"
129,3943043,Spain,18,"[62.9, 27.2]","[14.2, 38.5]"
130,3943043,Spain,47,"[78.7, 80.0]","[99.7, 13.3]"
131,3943043,England,5,"[20.4, 66.8]","[92.3, 12.2]"
132,3943043,England,14,"[30.6, 80.0]","[61.4, 54.1]"
133,3943043,Spain,69,"[26.8, 31.3]","[18.7, 34.5]"
134,3943043,Spain,20,"[120.0, 80.0]","[113.9, 38.3]"
135,3943043,England,32,"[5.6, 39.0]","[80.8, 17.0]"
136,3943043,Spain,20,"[34.3, 80.0]","[4.7, 42.2]"
137,3943043,England,23,"[61.0, 40.1]","[10.0, 40.8]"
138,3943043,England,12,"[120.0, 0.1]","[1.2, 40.2]"
139,3943043,Spain,1,"[5.4, 43.8]","[5.4, 43.8]"
140,3943043,England,5,"[42.9, 0.1]","[78.7, 5.7]"
141,3943043,Spain,5,"[38.6, 80.0]","[84.2, 66.0]"
142,3943043,England,6,"[7.0, 45.2]","[22.7, 20.3]"
143,3943043,Spain,3,"[26.1, 21.1]","[81.1, 32.0]"
144,3943043,England,11,"[39.0, 48.1]","[40.7, 71.3]"
145,3943043,England,6,"[40.9, 66.3]","[57.9, 34.6]"
146,3943043,England,9,"[57.5, 36.0]","[14.6, 2.4]"
147,3943043,Spain,4,"[22.9, 5.5]","[21.7, 54.1]"
2,3942752,France,20,"[61.0, 40.1]","[59.4, 70.7]"
3,3942752,Spain,10,"[69.2, 11.0]","[64.7, 31.7]"
4,3942752,France,18,"[55.4, 48.4]","[39.2, 11.5]"
5,3942752,Spain,16,"[68.7, 80.0]","[88.2, 2.5]"
6,3942752,France,7,"[34.2, 80.0]","[50.0, 75.9]"
7,3942752,Spain,28,"[66.1, 0.1]","[113.9, 47.7]"
8,3942752,France,32,"[6.2, 31.0]","[72.2, 19.6]"
9,3942752,France,10,"[76.2, 20.1]","[107.5, 26.2]"
10,3942752,Spain,12,"[24.3, 50.6]","[80.6, 21.9]"
11,3942752,France,20,"[40.9, 62.6]","[53.9, 74.0]"
12,3942752,Spain,66,"[66.8, 5.2]","[1.5, 42.4]"
13,3942752,France,47,"[6.7, 40.2]","[99.8, 75.6]"
14,3942752,Spain,22,"[19.2, 9.4]","[85.7, 12.4]"
15,3942752,France,12,"[19.4, 62.4]","[23.1, 34.2]"
16,3942752,France,38,"[110.9, 80.0]","[81.9, 24.9]"
17,3942752,France,13,"[74.2, 25.9]","[1.3, 39.5]"
18,3942752,Spain,37,"[60.0, 40.0]","[100.6, 22.0]"
19,3942752,France,10,"[19.5, 58.1]","[33.3, 56.0]"
20,3942752,Spain,105,"[88.9, 24.5]","[7.2, 44.1]"
21,3942752,France,15,"[17.3, 39.0]","[57.2, 28.5]"
22,3942752,Spain,23,"[52.5, 33.8]","[93.1, 5.0]"
23,3942752,France,8,"[33.3, 80.0]","[87.8, 51.5]"
24,3942752,France,18,"[88.6, 45.1]","[79.2, 78.8]"
25,3942752,Spain,20,"[21.8, 0.1]","[63.7, 69.2]"
26,3942752,France,17,"[39.0, 10.6]","[77.9, 2.0]"
27,3942752,Spain,38,"[42.5, 80.0]","[15.9, 60.9]"
28,3942752,France,28,"[8.9, 59.6]","[5.9, 41.7]"
29,3942752,France,12,"[71.1, 80.0]","[85.1, 78.2]"
30,3942752,Spain,10,"[25.4, 0.1]","[8.1, 2.4]"
31,3942752,France,12,"[115.3, 80.0]","[107.9, 1.8]"
32,3942752,Spain,37,"[6.0, 42.2]","[3.0, 39.3]"
33,3942752,France,3,"[61.0, 40.1]","[43.4, 47.4]"
34,3942752,Spain,29,"[40.9, 13.6]","[2.9, 18.2]"
35,3942752,Spain,9,"[120.0, 80.0]","[112.6, 36.6]"
36,3942752,France,1,"[7.0, 35.7]","[7.0, 35.7]"
37,3942752,Spain,10,"[97.9, 31.9]","[108.4, 29.1]"
38,3942752,France,8,"[10.8, 47.0]","[39.2, 53.7]"
39,3942752,Spain,25,"[80.9, 26.4]","[24.8, 65.2]"
40,3942752,Spain,31,"[80.6, 0.1]","[111.6, 50.8]"
41,3942752,France,2,"[3.1, 38.6]","[1.9, 36.4]"
42,3942752,France,13,"[61.0, 40.1]","[118.1, 46.3]"
43,3942752,Spain,4,"[6.0, 34.9]","[32.0, 76.4]"
44,3942752,France,19,"[83.9, 0.1]","[9.8, 46.7]"
45,3942752,France,25,"[42.6, 80.0]","[91.9, 68.1]"
46,3942752,France,1,"[87.2, 63.8]","[87.2, 63.8]"
47,3942752,Spain,124,"[6.0, 36.3]","[105.7, 33.3]"
48,3942752,France,57,"[14.4, 46.8]","[87.2, 77.1]"
49,3942752,Spain,33,"[26.1, 3.1]","[81.4, 58.0]"
50,3942752,France,30,"[31.2, 21.6]","[114.7, 23.7]"
51,3942752,Spain,22,"[12.6, 80.0]","[34.3, 75.0]"
52,3942752,Spain,30,"[40.1, 76.1]","[2.1, 40.0]"
53,3942752,Spain,15,"[120.0, 0.1]","[108.1, 32.4]"
54,3942752,France,21,"[6.2, 31.0]","[5.0, 24.4]"
55,3942752,France,22,"[120.0, 80.0]","[99.5, 73.5]"
56,3942752,France,3,"[98.9, 73.1]","[2.6, 46.6]"
57,3942752,France,16,"[120.0, 0.1]","[100.1, 77.1]"
58,3942752,Spain,10,"[17.2, 1.1]","[3.4, 38.1]"
59,3942752,Spain,1,"[120.0, 0.1]","[120.0, 0.1]"
60,3942752,France,51,"[3.6, 38.4]","[11.1, 45.0]"
61,3942752,Spain,39,"[23.6, 40.5]","[80.6, 13.8]"
62,3942752,France,21,"[39.8, 57.3]","[28.2, 75.6]"
63,3942752,France,39,"[95.3, 5.1]","[9.2, 32.7]"
64,3942752,Spain,8,"[19.7, 45.6]","[82.6, 65.1]"
65,3942752,Spain,18,"[61.1, 0.1]","[80.9, 49.4]"
66,3942752,France,19,"[33.1, 31.8]","[34.0, 1.9]"
67,3942752,Spain,15,"[33.2, 3.8]","[56.4, 53.5]"
68,3942752,Spain,15,"[54.8, 52.8]","[38.1, 59.2]"
69,3942752,Spain,26,"[61.0, 40.1]","[2.2, 68.2]"
70,3942752,France,8,"[111.7, 0.1]","[111.5, 2.2]"
71,3942752,Spain,19,"[8.6, 77.9]","[91.1, 8.7]"
72,3942752,France,8,"[28.2, 71.1]","[19.5, 3.7]"
73,3942752,France,27,"[95.9, 80.0]","[9.1, 11.9]"
74,3942752,Spain,15,"[3.4, 37.6]","[46.5, 75.5]"
75,3942752,Spain,24,"[42.1, 74.5]","[98.6, 20.1]"
76,3942752,France,31,"[15.0, 53.2]","[53.8, 9.9]"
77,3942752,Spain,61,"[63.8, 80.0]","[5.3, 42.3]"
78,3942752,Spain,13,"[105.9, 0.1]","[9.3, 73.6]"
79,3942752,Spain,16,"[106.8, 0.1]","[116.3, 10.8]"
80,3942752,France,23,"[12.2, 80.0]","[42.6, 2.6]"
81,3942752,France,20,"[79.3, 80.0]","[115.0, 37.2]"
82,3942752,Spain,9,"[2.5, 37.6]","[42.6, 5.7]"
83,3942752,France,12,"[77.5, 74.4]","[8.0, 33.0]"
84,3942752,France,3,"[120.0, 80.0]","[111.9, 37.4]"
85,3942752,Spain,1,"[1.1, 40.9]","[1.1, 40.9]"
86,3942752,Spain,19,"[6.4, 36.7]","[105.9, 68.0]"
87,3942752,France,9,"[14.2, 12.1]","[18.9, 16.8]"
88,3942752,France,46,"[18.4, 12.7]","[8.4, 43.3]"
89,3942752,Spain,5,"[8.4, 57.9]","[117.4, 2.4]"
90,3942752,Spain,10,"[4.6, 80.0]","[37.2, 77.3]"
91,3942752,France,27,"[63.1, 4.4]","[29.3, 52.4]"
92,3942752,Spain,14,"[29.3, 54.9]","[99.9, 25.3]"
93,3942752,France,12,"[19.3, 54.8]","[111.3, 24.4]"
94,3942752,Spain,1,"[1.6, 44.2]","[1.6, 44.2]"
95,3942752,Spain,1,"[6.4, 47.5]","[6.4, 47.5]"
97,3942752,Spain,39,"[15.1, 39.3]","[72.2, 48.2]"
98,3942752,Spain,51,"[72.5, 48.6]","[37.5, 47.9]"
99,3942752,Spain,6,"[40.5, 48.6]","[63.9, 6.4]"
100,3942752,France,36,"[2.0, 52.5]","[5.6, 48.6]"
101,3942752,France,5,"[120.0, 0.1]","[1.1, 38.0]"
102,3942752,Spain,5,"[7.0, 40.5]","[89.3, 67.7]"
103,3942752,France,21,"[31.7, 17.5]","[2.2, 52.7]"
104,3942752,Spain,78,"[83.1, 0.1]","[64.9, 77.1]"
105,3942752,France,17,"[48.8, 4.8]","[109.5, 19.0]"
106,3942752,Spain,30,"[6.5, 40.7]","[110.3, 61.5]"
107,3942752,France,28,"[8.3, 17.5]","[99.9, 56.7]"
108,3942752,Spain,58,"[7.0, 43.8]","[63.8, 1.8]"
109,3942752,France,23,"[63.6, 2.4]","[25.7, 28.0]"
110,3942752,Spain,17,"[25.7, 28.0]","[78.7, 4.9]"
111,3942752,Spain,43,"[45.7, 80.0]","[69.3, 70.4]"
112,3942752,France,10,"[50.8, 9.7]","[9.3, 54.0]"
113,3942752,Spain,14,"[12.4, 33.8]","[42.6, 22.9]"
114,3942752,Spain,10,"[43.2, 22.7]","[75.3, 16.0]"
115,3942752,France,5,"[38.3, 73.8]","[71.1, 3.5]"
116,3942752,France,32,"[51.6, 80.0]","[6.4, 57.3]"
117,3942752,France,42,"[70.4, 0.1]","[14.9, 14.1]"
118,3942752,France,7,"[120.0, 80.0]","[91.3, 39.4]"
119,3942752,Spain,106,"[23.5, 40.9]","[40.5, 24.8]"
120,3942752,France,32,"[27.1, 33.7]","[1.4, 40.7]"
121,3942752,Spain,39,"[7.0, 33.4]","[97.7, 57.0]"
122,3942752,Spain,16,"[7.0, 34.6]","[99.2, 14.8]"
123,3942752,France,26,"[20.9, 65.3]","[106.2, 7.3]"
124,3942752,Spain,5,"[12.5, 72.8]","[108.3, 2.6]"
125,3942752,Spain,18,"[9.1, 80.0]","[46.1, 75.2]"
126,3942752,Spain,9,"[44.1, 69.2]","[79.6, 58.4]"
127,3942752,France,6,"[39.5, 20.8]","[2.2, 56.9]"
128,3942752,France,15,"[120.0, 0.1]","[8.9, 73.4]"
129,3942752,Spain,51,"[6.8, 58.6]","[2.0, 38.2]"
130,3942752,France,12,"[5.7, 30.2]","[84.6, 53.6]"
131,3942752,Spain,10,"[35.7, 28.3]","[62.5, 58.6]"
132,3942752,France,12,"[54.5, 19.8]","[48.5, 36.4]"
133,3942752,Spain,3,"[39.4, 37.6]","[108.1, 74.8]"
134,3942752,France,17,"[6.0, 36.4]","[2.1, 42.5]"
135,3942752,Spain,2,"[6.3, 46.4]","[71.1, 78.5]"
136,3942752,France,16,"[49.0, 0.1]","[99.7, 63.3]"
137,3942752,Spain,23,"[21.7, 15.8]","[42.5, 26.1]"
138,3942752,France,13,"[42.5, 26.3]","[78.5, 75.3]"
139,3942752,Spain,5,"[34.6, 0.1]","[39.4, 2.6]"
140,3942752,France,24,"[83.8, 80.0]","[104.2, 47.7]"
141,3942752,Spain,35,"[12.9, 34.0]","[66.0, 7.3]"
