possession,game_id,possession_team,length,startPosition,endPosition
67,3938645,Belgium,3,"[10.1, 0.1]","[31.6, 1.5]"
68,3938645,Ukraine,17,"[81.8, 80.0]","[91.9, 18.2]"
69,3938645,Ukraine,1,"[89.8, 17.6]","[89.8, 17.6]"
70,3938645,Belgium,1,"[1.1, 40.4]","[1.1, 40.4]"
71,3938645,Belgium,26,"[12.9, 42.9]","[62.4, 61.3]"
72,3938645,Belgium,32,"[55.4, 62.7]","[50.8, 58.7]"
73,3938645,Ukraine,7,"[72.1, 20.1]","[86.6, 27.2]"
74,3938645,Belgium,21,"[36.2, 55.0]","[1.4, 42.6]"
75,3938645,Ukraine,4,"[8.3, 42.6]","[91.9, 59.7]"
76,3938645,Belgium,14,"[10.3, 6.3]","[71.2, 61.3]"
77,3938645,Ukraine,29,"[48.9, 18.8]","[83.4, 19.3]"
78,3938645,Ukraine,30,"[60.0, 40.0]","[90.9, 70.9]"
79,3938645,Belgium,6,"[20.9, 10.4]","[51.2, 5.3]"
80,3938645,Belgium,115,"[51.2, 5.3]","[92.3, 3.9]"
81,3938645,Ukraine,41,"[5.8, 32.3]","[16.3, 58.5]"
82,3938645,Belgium,10,"[27.2, 54.0]","[65.4, 58.5]"
83,3938645,Ukraine,12,"[57.1, 21.2]","[42.5, 55.7]"
84,3938645,Belgium,42,"[42.9, 56.2]","[22.0, 46.7]"
85,3938645,Ukraine,21,"[21.0, 47.7]","[100.3, 56.4]"
86,3938645,Belgium,8,"[19.8, 23.7]","[2.8, 17.4]"
87,3938645,Ukraine,17,"[108.2, 80.0]","[95.3, 13.9]"
88,3938645,Belgium,25,"[25.3, 63.1]","[1.1, 40.8]"
89,3938645,Belgium,7,"[120.0, 0.1]","[1.0, 38.5]"
90,3938645,Ukraine,8,"[5.8, 39.1]","[56.7, 5.9]"
91,3938645,Belgium,27,"[60.6, 80.0]","[53.3, 12.9]"
92,3938645,Ukraine,19,"[64.5, 67.2]","[118.2, 19.0]"
93,3938645,Belgium,41,"[4.6, 50.1]","[10.0, 12.8]"
94,3938645,Belgium,19,"[120.0, 80.0]","[116.6, 58.9]"
95,3938645,Ukraine,2,"[6.0, 41.0]","[69.6, 48.1]"
96,3938645,Belgium,33,"[28.2, 30.7]","[116.2, 40.8]"
97,3938645,Ukraine,20,"[21.3, 0.1]","[64.7, 76.4]"
98,3938645,Ukraine,18,"[48.0, 0.1]","[45.4, 13.9]"
99,3938645,Belgium,12,"[71.4, 66.9]","[25.3, 25.3]"
100,3938645,Ukraine,11,"[30.7, 25.7]","[111.2, 16.7]"
101,3938645,Belgium,39,"[27.2, 28.3]","[34.5, 24.0]"
102,3938645,Ukraine,14,"[33.0, 24.7]","[43.1, 18.1]"
103,3938645,Belgium,56,"[77.0, 60.9]","[32.0, 74.9]"
104,3938645,Belgium,8,"[81.5, 0.1]","[93.2, 30.1]"
105,3938645,Ukraine,6,"[26.9, 55.4]","[37.3, 43.1]"
106,3938645,Ukraine,11,"[42.0, 42.8]","[35.9, 69.0]"
107,3938645,Belgium,22,"[79.7, 12.9]","[5.9, 69.9]"
108,3938645,Ukraine,18,"[5.8, 80.0]","[71.8, 76.9]"
109,3938645,Ukraine,57,"[76.2, 75.5]","[55.7, 49.8]"
110,3938645,Belgium,5,"[63.8, 35.3]","[105.3, 54.2]"
111,3938645,Ukraine,1,"[1.7, 36.9]","[1.7, 36.9]"
112,3938645,Ukraine,5,"[5.2, 39.7]","[56.3, 58.2]"
113,3938645,Belgium,58,"[50.5, 17.4]","[80.9, 8.1]"
114,3938645,Ukraine,5,"[36.9, 70.9]","[28.3, 71.7]"
115,3938645,Ukraine,12,"[23.5, 68.0]","[98.3, 44.2]"
116,3938645,Belgium,33,"[25.3, 21.5]","[17.0, 45.3]"
117,3938645,Ukraine,5,"[17.0, 45.3]","[63.3, 64.7]"
118,3938645,Belgium,25,"[57.1, 36.2]","[72.1, 37.0]"
119,3938645,Belgium,41,"[73.9, 35.8]","[81.1, 27.1]"
120,3938645,Ukraine,11,"[39.0, 53.0]","[96.9, 33.7]"
121,3938645,Belgium,16,"[15.7, 46.3]","[63.7, 58.1]"
122,3938645,Ukraine,17,"[58.2, 22.0]","[104.1, 32.3]"
123,3938645,Belgium,16,"[18.4, 48.7]","[106.6, 34.4]"
124,3938645,Ukraine,16,"[14.2, 37.1]","[48.0, 28.2]"
125,3938645,Belgium,86,"[56.1, 50.6]","[5.2, 53.0]"
126,3938645,Ukraine,20,"[104.8, 0.1]","[13.5, 58.6]"
127,3938645,Belgium,7,"[1.9, 47.7]","[62.6, 3.7]"
128,3938645,Belgium,7,"[64.8, 80.0]","[77.7, 2.1]"
129,3938645,Ukraine,25,"[41.5, 80.0]","[74.8, 61.5]"
130,3938645,Belgium,17,"[47.7, 17.2]","[43.1, 63.0]"
131,3938645,Belgium,3,"[98.1, 0.1]","[10.0, 73.5]"
132,3938645,Belgium,9,"[98.8, 0.1]","[30.6, 73.7]"
133,3938645,Ukraine,5,"[33.6, 72.2]","[84.6, 76.2]"
134,3938645,Belgium,1,"[37.1, 0.1]","[37.1, 0.1]"
135,3938645,Ukraine,55,"[54.7, 80.0]","[1.9, 36.7]"
136,3938645,Belgium,4,"[7.0, 41.2]","[65.8, 29.7]"
137,3938645,Belgium,23,"[65.8, 29.7]","[70.3, 12.0]"
138,3938645,Ukraine,9,"[45.6, 65.7]","[44.9, 3.5]"
139,3938645,Ukraine,21,"[70.0, 80.0]","[11.5, 5.6]"
140,3938645,Ukraine,3,"[119.0, 79.3]","[2.8, 33.4]"
141,3938645,Ukraine,4,"[120.0, 80.0]","[0.8, 38.2]"
142,3938645,Belgium,6,"[7.0, 39.8]","[12.9, 75.9]"
143,3938645,Belgium,21,"[112.7, 0.1]","[66.8, 51.0]"
144,3938645,Ukraine,32,"[48.4, 34.5]","[70.0, 77.6]"
145,3938645,Ukraine,15,"[64.1, 80.0]","[80.0, 22.6]"
146,3938645,Belgium,16,"[41.7, 51.0]","[3.5, 31.7]"
147,3938645,Belgium,14,"[120.0, 80.0]","[38.9, 41.4]"
148,3938645,Ukraine,25,"[34.0, 31.7]","[90.9, 54.2]"
149,3938645,Belgium,13,"[29.2, 25.9]","[2.3, 38.0]"
150,3938645,Ukraine,29,"[4.2, 37.9]","[78.0, 22.9]"
152,3938645,Ukraine,1,"[52.2, 40.1]","[52.2, 40.1]"
153,3938645,Ukraine,18,"[63.5, 47.6]","[111.8, 20.6]"
154,3938645,Belgium,3,"[7.0, 42.2]","[85.3, 59.3]"
155,3938645,Ukraine,15,"[34.8, 20.8]","[79.0, 78.8]"
156,3938645,Ukraine,2,"[48.0, 0.1]","[65.8, 11.9]"
157,3938645,Belgium,20,"[57.8, 67.6]","[105.1, 27.5]"
158,3938645,Ukraine,9,"[15.0, 52.6]","[1.5, 38.8]"
159,3938645,Belgium,1,"[15.6, 41.0]","[15.6, 41.0]"
160,3938645,Ukraine,10,"[16.3, 80.0]","[84.4, 36.3]"
161,3938645,Belgium,29,"[35.7, 43.8]","[1.3, 43.6]"
162,3938645,Belgium,11,"[97.4, 0.1]","[8.6, 67.1]"
163,3938645,Belgium,6,"[120.0, 0.1]","[3.0, 74.8]"
164,3938645,Belgium,13,"[120.0, 0.1]","[117.3, 9.0]"
165,3938645,Ukraine,14,"[6.0, 40.1]","[79.1, 76.2]"
166,3938645,Ukraine,4,"[39.2, 0.1]","[24.1, 22.6]"
2,3930184,Czech Republic,9,"[60.0, 40.0]","[100.6, 58.8]"
3,3930184,Turkey,11,"[19.5, 21.3]","[19.9, 15.4]"
4,3930184,Czech Republic,5,"[100.0, 80.0]","[11.7, 37.2]"
5,3930184,Turkey,5,"[10.4, 34.7]","[83.6, 71.1]"
6,3930184,Czech Republic,6,"[19.1, 0.1]","[55.2, 7.0]"
7,3930184,Turkey,13,"[62.8, 72.4]","[74.9, 63.0]"
8,3930184,Czech Republic,16,"[46.9, 13.9]","[2.1, 40.3]"
9,3930184,Czech Republic,6,"[120.0, 80.0]","[114.4, 46.8]"
10,3930184,Turkey,6,"[5.2, 34.7]","[42.3, 61.1]"
11,3930184,Turkey,9,"[78.4, 0.1]","[34.3, 76.6]"
12,3930184,Turkey,2,"[81.7, 0.1]","[104.2, 26.9]"
13,3930184,Czech Republic,8,"[18.2, 71.5]","[57.5, 77.1]"
14,3930184,Czech Republic,13,"[61.4, 75.7]","[77.1, 74.1]"
15,3930184,Turkey,7,"[42.3, 7.9]","[64.0, 17.4]"
16,3930184,Czech Republic,11,"[56.1, 62.7]","[96.6, 18.8]"
17,3930184,Turkey,34,"[3.6, 58.2]","[117.9, 30.1]"
18,3930184,Czech Republic,16,"[6.0, 43.5]","[78.5, 46.5]"
19,3930184,Turkey,18,"[42.6, 34.2]","[73.8, 15.7]"
20,3930184,Turkey,22,"[51.4, 80.0]","[55.9, 77.3]"
21,3930184,Czech Republic,12,"[65.4, 2.5]","[99.2, 32.5]"
22,3930184,Turkey,14,"[17.9, 48.0]","[1.7, 43.2]"
23,3930184,Turkey,2,"[120.0, 0.1]","[6.1, 36.6]"
24,3930184,Czech Republic,14,"[2.0, 20.6]","[79.4, 72.8]"
25,3930184,Turkey,91,"[36.5, 0.1]","[108.3, 10.6]"
26,3930184,Czech Republic,32,"[16.9, 65.5]","[35.5, 69.9]"
27,3930184,Turkey,42,"[69.0, 0.1]","[45.2, 5.9]"
28,3930184,Turkey,23,"[43.5, 5.7]","[64.1, 54.0]"
29,3930184,Czech Republic,9,"[70.9, 48.6]","[40.9, 5.3]"
30,3930184,Czech Republic,14,"[90.9, 80.0]","[84.7, 47.6]"
31,3930184,Turkey,42,"[36.1, 35.6]","[1.7, 40.3]"
32,3930184,Czech Republic,24,"[5.9, 30.0]","[66.2, 5.6]"
33,3930184,Czech Republic,8,"[55.4, 80.0]","[17.3, 10.2]"
34,3930184,Czech Republic,15,"[102.5, 80.0]","[1.0, 40.4]"
35,3930184,Turkey,4,"[15.6, 44.5]","[25.0, 13.7]"
36,3930184,Czech Republic,17,"[81.5, 70.4]","[111.6, 42.9]"
37,3930184,Turkey,8,"[7.5, 57.5]","[33.5, 65.8]"
38,3930184,Turkey,6,"[33.1, 67.6]","[63.1, 6.0]"
39,3930184,Czech Republic,15,"[49.4, 80.0]","[13.2, 4.7]"
40,3930184,Czech Republic,7,"[108.4, 80.0]","[0.9, 40.5]"
41,3930184,Turkey,115,"[7.0, 44.4]","[67.7, 52.6]"
42,3930184,Czech Republic,72,"[45.9, 26.2]","[60.2, 30.8]"
43,3930184,Turkey,27,"[63.8, 32.8]","[97.4, 58.1]"
44,3930184,Czech Republic,8,"[6.0, 43.1]","[43.3, 32.3]"
45,3930184,Czech Republic,13,"[76.4, 48.3]","[112.2, 29.5]"
46,3930184,Turkey,43,"[6.7, 43.5]","[100.4, 56.0]"
47,3930184,Czech Republic,13,"[21.9, 24.3]","[75.5, 4.9]"
48,3930184,Turkey,123,"[44.6, 75.2]","[0.6, 40.4]"
49,3930184,Turkey,4,"[120.0, 0.1]","[1.6, 40.9]"
50,3930184,Czech Republic,4,"[6.0, 48.0]","[70.3, 69.2]"
51,3930184,Czech Republic,6,"[77.7, 76.1]","[88.2, 73.7]"
52,3930184,Turkey,16,"[31.9, 6.4]","[114.3, 44.4]"
53,3930184,Czech Republic,15,"[1.3, 38.5]","[43.7, 9.1]"
54,3930184,Turkey,41,"[39.3, 6.2]","[104.7, 38.8]"
55,3930184,Czech Republic,12,"[14.7, 48.3]","[31.2, 51.8]"
56,3930184,Turkey,44,"[86.6, 19.0]","[90.8, 52.2]"
57,3930184,Czech Republic,6,"[26.4, 28.9]","[37.3, 24.3]"
58,3930184,Czech Republic,10,"[44.2, 18.3]","[79.7, 7.7]"
59,3930184,Turkey,23,"[81.0, 2.6]","[9.4, 30.3]"
60,3930184,Turkey,11,"[120.0, 80.0]","[3.4, 32.0]"
61,3930184,Turkey,13,"[120.0, 80.0]","[92.3, 14.2]"
62,3930184,Czech Republic,39,"[33.5, 80.0]","[4.8, 73.7]"
65,3930184,Turkey,61,"[67.3, 26.2]","[115.3, 22.1]"
66,3930184,Czech Republic,7,"[6.0, 42.3]","[45.6, 3.6]"
67,3930184,Czech Republic,21,"[74.5, 80.0]","[72.4, 40.9]"
68,3930184,Czech Republic,4,"[75.0, 40.2]","[5.9, 59.1]"
69,3930184,Turkey,92,"[7.6, 54.1]","[1.5, 38.7]"
70,3930184,Czech Republic,7,"[5.2, 44.2]","[42.2, 7.4]"
71,3930184,Turkey,25,"[43.6, 10.1]","[87.6, 56.0]"
72,3930184,Czech Republic,9,"[31.5, 28.8]","[6.4, 50.1]"
73,3930184,Czech Republic,7,"[106.1, 0.1]","[6.6, 57.2]"
74,3930184,Czech Republic,39,"[120.0, 0.1]","[48.8, 78.1]"
75,3930184,Czech Republic,26,"[84.4, 0.1]","[103.2, 65.2]"
76,3930184,Turkey,7,"[16.9, 14.9]","[90.2, 73.2]"
77,3930184,Turkey,57,"[41.2, 0.1]","[3.1, 38.4]"
78,3930184,Turkey,30,"[60.0, 40.0]","[1.9, 24.7]"
79,3930184,Turkey,16,"[100.0, 80.0]","[1.9, 49.9]"
80,3930184,Turkey,22,"[107.3, 0.1]","[5.4, 33.1]"
81,3930184,Turkey,7,"[120.0, 80.0]","[2.4, 40.5]"
82,3930184,Czech Republic,4,"[7.0, 44.8]","[49.7, 1.6]"
83,3930184,Czech Republic,2,"[71.1, 80.0]","[100.5, 64.5]"
84,3930184,Turkey,50,"[13.5, 25.8]","[58.6, 11.1]"
85,3930184,Turkey,9,"[50.1, 80.0]","[76.6, 73.1]"
86,3930184,Czech Republic,5,"[47.0, 22.6]","[64.0, 25.9]"
87,3930184,Czech Republic,31,"[66.4, 26.6]","[19.6, 32.2]"
88,3930184,Turkey,1,"[2.7, 38.2]","[2.7, 38.2]"
89,3930184,Turkey,36,"[12.3, 34.5]","[1.9, 43.4]"
90,3930184,Czech Republic,9,"[61.0, 40.1]","[68.1, 38.3]"
91,3930184,Turkey,14,"[56.5, 43.8]","[87.2, 24.3]"
92,3930184,Czech Republic,6,"[32.9, 55.8]","[63.2, 30.5]"
93,3930184,Czech Republic,20,"[57.0, 46.0]","[4.2, 56.0]"
94,3930184,Turkey,3,"[10.6, 51.8]","[12.8, 27.9]"
95,3930184,Czech Republic,8,"[12.3, 27.3]","[72.8, 3.0]"
96,3930184,Czech Republic,26,"[57.0, 80.0]","[109.5, 72.6]"
97,3930184,Turkey,4,"[11.4, 4.2]","[7.5, 2.4]"
98,3930184,Turkey,9,"[7.1, 2.4]","[21.5, 8.7]"
99,3930184,Czech Republic,11,"[30.5, 80.0]","[27.4, 42.8]"
100,3930184,Turkey,17,"[11.4, 36.2]","[7.5, 35.0]"
101,3930184,Turkey,16,"[120.0, 80.0]","[26.3, 40.7]"
102,3930184,Czech Republic,6,"[11.3, 23.8]","[100.7, 24.5]"
103,3930184,Czech Republic,8,"[99.5, 24.5]","[16.1, 3.4]"
104,3930184,Czech Republic,7,"[111.1, 80.0]","[115.6, 58.1]"
105,3930184,Turkey,8,"[5.4, 32.4]","[6.0, 42.2]"
106,3930184,Czech Republic,13,"[12.2, 55.7]","[37.8, 1.6]"
107,3930184,Czech Republic,17,"[90.6, 80.0]","[5.0, 36.2]"
108,3930184,Turkey,23,"[60.0, 40.0]","[61.2, 31.7]"
109,3930184,Czech Republic,16,"[46.3, 55.1]","[15.3, 14.9]"
110,3930184,Czech Republic,7,"[103.5, 80.0]","[9.0, 43.5]"
111,3930184,Turkey,37,"[9.5, 43.7]","[66.4, 46.3]"
112,3930184,Turkey,2,"[26.2, 80.0]","[68.5, 9.6]"
113,3930184,Turkey,18,"[50.3, 71.6]","[19.1, 1.9]"
114,3930184,Turkey,24,"[21.1, 2.1]","[2.4, 42.3]"
115,3930184,Turkey,19,"[120.0, 0.1]","[70.4, 63.9]"
116,3930184,Czech Republic,6,"[48.0, 3.7]","[106.9, 14.4]"
117,3930184,Turkey,2,"[6.0, 44.0]","[68.6, 16.5]"
118,3930184,Czech Republic,25,"[49.1, 63.6]","[63.5, 73.1]"
119,3930184,Czech Republic,8,"[42.5, 0.1]","[101.8, 30.1]"
120,3930184,Turkey,68,"[19.8, 52.9]","[76.2, 12.8]"
121,3930184,Czech Republic,19,"[42.3, 67.8]","[4.9, 75.2]"
122,3930184,Czech Republic,1,"[120.0, 0.1]","[120.0, 0.1]"
123,3930184,Turkey,4,"[8.4, 35.2]","[59.3, 9.5]"
124,3930184,Czech Republic,8,"[56.5, 69.5]","[100.5, 28.1]"
125,3930184,Turkey,16,"[6.0, 41.6]","[55.1, 54.9]"
126,3930184,Czech Republic,9,"[54.3, 29.7]","[6.2, 36.2]"
127,3930184,Czech Republic,59,"[108.5, 0.1]","[1.6, 40.6]"
128,3930184,Turkey,23,"[5.9, 40.7]","[73.8, 4.6]"
129,3930184,Czech Republic,17,"[49.4, 75.0]","[23.8, 21.1]"
130,3930184,Turkey,12,"[20.2, 22.2]","[12.2, 74.2]"
131,3930184,Turkey,53,"[99.6, 0.1]","[92.0, 43.5]"
132,3930184,Czech Republic,9,"[13.4, 33.3]","[73.3, 1.2]"
133,3930184,Turkey,18,"[66.8, 80.0]","[65.2, 25.2]"
134,3930184,Czech Republic,1,"[70.7, 24.2]","[70.7, 24.2]"
135,3930184,Turkey,34,"[6.0, 30.5]","[1.8, 40.5]"
136,3930184,Czech Republic,4,"[7.0, 34.4]","[76.4, 28.0]"
137,3930184,Turkey,52,"[31.8, 51.5]","[67.7, 55.1]"
138,3930184,Turkey,31,"[67.7, 55.1]","[92.3, 37.7]"
139,3930184,Czech Republic,16,"[25.3, 43.0]","[101.6, 58.4]"
140,3930184,Turkey,16,"[18.5, 20.6]","[109.8, 51.7]"
141,3930184,Czech Republic,39,"[4.2, 34.9]","[40.3, 77.1]"
142,3930184,Turkey,13,"[40.5, 77.3]","[1.6, 39.3]"
143,3930184,Czech Republic,19,"[21.6, 57.6]","[102.6, 4.5]"
144,3930184,Turkey,3,"[5.5, 37.1]","[80.3, 60.2]"
145,3930184,Czech Republic,30,"[39.8, 19.9]","[99.9, 26.7]"
146,3930184,Turkey,13,"[20.2, 53.4]","[1.7, 41.4]"
147,3930184,Czech Republic,6,"[61.0, 40.1]","[105.8, 11.2]"
148,3930184,Turkey,4,"[16.5, 80.0]","[37.6, 74.1]"
149,3930184,Turkey,4,"[43.4, 73.9]","[27.9, 61.8]"
150,3930184,Turkey,81,"[77.5, 0.1]","[41.0, 18.7]"
2,3941022,Austria,10,"[61.0, 40.1]","[80.5, 42.0]"
3,3941022,Turkey,14,"[41.0, 39.2]","[109.1, 33.3]"
4,3941022,Turkey,14,"[7.6, 46.0]","[4.4, 27.0]"
5,3941022,Turkey,7,"[120.0, 80.0]","[1.0, 40.3]"
6,3941022,Austria,26,"[61.0, 40.1]","[2.5, 38.0]"
7,3941022,Turkey,9,"[6.0, 33.4]","[70.0, 3.3]"
8,3941022,Austria,28,"[55.3, 74.5]","[78.1, 27.8]"
9,3941022,Turkey,5,"[30.9, 80.0]","[75.0, 69.9]"
10,3941022,Austria,65,"[52.4, 14.0]","[8.1, 63.9]"
11,3941022,Austria,5,"[120.0, 0.1]","[2.3, 36.0]"
12,3941022,Austria,5,"[120.0, 80.0]","[1.2, 37.8]"
13,3941022,Turkey,5,"[6.0, 31.1]","[85.7, 29.4]"
14,3941022,Austria,17,"[35.9, 53.8]","[96.0, 1.7]"
15,3941022,Austria,6,"[19.1, 80.0]","[19.3, 13.9]"
16,3941022,Turkey,27,"[107.8, 80.0]","[48.3, 2.4]"
17,3941022,Austria,38,"[76.1, 80.0]","[107.2, 47.0]"
18,3941022,Turkey,42,"[1.8, 37.0]","[75.6, 45.4]"
19,3941022,Austria,20,"[46.2, 22.6]","[89.9, 40.2]"
20,3941022,Austria,3,"[89.9, 35.2]","[1.4, 39.4]"
21,3941022,Austria,16,"[120.0, 80.0]","[6.6, 29.4]"
22,3941022,Austria,8,"[107.7, 80.0]","[9.9, 21.8]"
23,3941022,Turkey,54,"[14.5, 22.6]","[113.3, 41.5]"
24,3941022,Austria,10,"[3.6, 37.3]","[35.3, 32.2]"
25,3941022,Turkey,36,"[85.3, 51.8]","[56.2, 74.8]"
26,3941022,Turkey,7,"[56.4, 75.4]","[83.2, 10.6]"
27,3941022,Austria,18,"[8.6, 60.9]","[77.3, 73.8]"
28,3941022,Turkey,7,"[42.8, 6.3]","[84.2, 12.4]"
29,3941022,Austria,165,"[37.5, 61.7]","[28.9, 3.7]"
30,3941022,Austria,14,"[89.2, 80.0]","[6.9, 74.0]"
31,3941022,Austria,34,"[103.8, 0.1]","[85.8, 42.0]"
32,3941022,Turkey,7,"[35.4, 38.6]","[19.3, 39.3]"
33,3941022,Austria,25,"[7.0, 43.5]","[25.0, 74.1]"
34,3941022,Austria,23,"[95.1, 0.1]","[79.9, 69.6]"
35,3941022,Turkey,75,"[35.2, 15.5]","[60.9, 49.6]"
36,3941022,Turkey,2,"[56.4, 48.3]","[74.7, 2.9]"
37,3941022,Austria,3,"[44.3, 80.0]","[63.2, 12.7]"
38,3941022,Turkey,55,"[48.5, 5.0]","[85.8, 7.5]"
39,3941022,Turkey,7,"[85.8, 7.5]","[8.4, 15.8]"
40,3941022,Turkey,2,"[120.0, 80.0]","[3.9, 37.0]"
41,3941022,Turkey,5,"[120.0, 80.0]","[0.7, 38.0]"
42,3941022,Austria,84,"[7.0, 45.2]","[90.7, 34.1]"
43,3941022,Turkey,21,"[29.4, 46.0]","[8.3, 40.9]"
44,3941022,Turkey,33,"[105.0, 0.1]","[113.8, 40.4]"
45,3941022,Turkey,76,"[6.8, 42.8]","[51.3, 75.8]"
46,3941022,Turkey,21,"[63.8, 0.1]","[76.6, 3.3]"
47,3941022,Turkey,12,"[76.9, 3.0]","[26.2, 57.6]"
48,3941022,Turkey,25,"[26.0, 56.7]","[80.6, 2.9]"
49,3941022,Austria,17,"[40.4, 80.0]","[87.3, 61.9]"
50,3941022,Turkey,54,"[29.3, 17.4]","[97.5, 19.7]"
51,3941022,Austria,16,"[6.8, 53.6]","[45.4, 77.4]"
52,3941022,Turkey,6,"[70.8, 0.1]","[65.0, 6.1]"
53,3941022,Austria,10,"[51.4, 73.8]","[56.1, 76.9]"
54,3941022,Turkey,14,"[63.4, 0.1]","[65.3, 36.0]"
55,3941022,Austria,77,"[54.3, 46.4]","[34.7, 49.6]"
56,3941022,Turkey,8,"[34.1, 55.5]","[36.0, 65.7]"
57,3941022,Turkey,28,"[37.3, 80.0]","[61.8, 77.4]"
58,3941022,Turkey,20,"[56.4, 0.1]","[69.4, 8.6]"
59,3941022,Austria,18,"[63.9, 26.8]","[37.7, 75.1]"
60,3941022,Austria,30,"[70.3, 0.1]","[107.2, 29.6]"
61,3941022,Turkey,8,"[16.5, 49.7]","[78.1, 23.7]"
62,3941022,Austria,47,"[76.6, 33.6]","[11.8, 4.0]"
63,3941022,Austria,10,"[108.5, 80.0]","[8.1, 43.4]"
64,3941022,Turkey,9,"[5.0, 43.7]","[40.9, 2.4]"
65,3941022,Turkey,19,"[41.0, 2.2]","[97.3, 10.0]"
66,3941022,Austria,15,"[22.8, 70.1]","[83.7, 37.2]"
67,3941022,Turkey,54,"[36.4, 42.9]","[19.3, 62.2]"
68,3941022,Turkey,55,"[95.5, 0.1]","[11.2, 51.3]"
69,3941022,Austria,27,"[12.0, 50.9]","[65.5, 50.4]"
70,3941022,Austria,24,"[71.8, 53.5]","[58.0, 56.4]"
71,3941022,Turkey,17,"[62.1, 23.7]","[103.9, 38.1]"
72,3941022,Austria,25,"[17.5, 36.0]","[99.3, 6.6]"
73,3941022,Turkey,13,"[6.0, 42.8]","[79.5, 62.2]"
74,3941022,Turkey,17,"[80.0, 61.5]","[109.6, 30.2]"
75,3941022,Austria,45,"[1.3, 39.4]","[1.4, 37.3]"
76,3941022,Turkey,20,"[61.0, 40.1]","[87.2, 71.2]"
77,3941022,Austria,30,"[32.9, 8.9]","[104.2, 4.0]"
78,3941022,Austria,30,"[20.2, 80.0]","[68.8, 50.1]"
79,3941022,Turkey,2,"[6.8, 42.8]","[59.4, 47.6]"
80,3941022,Austria,30,"[41.4, 32.2]","[93.5, 12.7]"
81,3941022,Turkey,5,"[28.8, 63.7]","[71.8, 19.9]"
82,3941022,Austria,33,"[47.3, 65.3]","[110.9, 2.4]"
83,3941022,Turkey,20,"[6.8, 45.7]","[91.3, 36.4]"
84,3941022,Austria,25,"[19.5, 32.9]","[1.9, 41.2]"
85,3941022,Turkey,8,"[6.7, 40.2]","[56.6, 41.7]"
86,3941022,Austria,60,"[42.2, 52.1]","[17.3, 11.7]"
87,3941022,Austria,8,"[105.4, 80.0]","[9.0, 3.2]"
88,3941022,Austria,2,"[111.9, 80.0]","[110.7, 58.8]"
89,3941022,Turkey,8,"[6.3, 17.0]","[23.4, 3.8]"
90,3941022,Austria,22,"[89.1, 80.0]","[6.3, 13.8]"
91,3941022,Turkey,29,"[2.9, 13.3]","[52.7, 17.3]"
92,3941022,Turkey,4,"[52.0, 23.7]","[63.9, 2.9]"
93,3941022,Austria,9,"[63.4, 80.0]","[4.8, 40.8]"
94,3941022,Turkey,8,"[7.0, 44.8]","[44.6, 63.7]"
95,3941022,Austria,19,"[78.4, 18.1]","[75.2, 7.0]"
96,3941022,Austria,27,"[30.2, 80.0]","[1.6, 38.5]"
97,3941022,Austria,1,"[120.0, 80.0]","[120.0, 80.0]"
98,3941022,Turkey,2,"[6.8, 38.9]","[62.2, 2.9]"
99,3941022,Austria,25,"[59.4, 66.6]","[105.4, 52.9]"
100,3941022,Turkey,16,"[16.9, 37.3]","[72.4, 7.0]"
101,3941022,Austria,8,"[48.7, 76.3]","[74.5, 20.6]"
102,3941022,Turkey,53,"[36.8, 60.9]","[15.0, 61.9]"
103,3941022,Turkey,7,"[99.0, 0.1]","[22.5, 5.2]"
104,3941022,Turkey,19,"[101.8, 80.0]","[118.4, 71.6]"
105,3941022,Turkey,5,"[120.0, 80.0]","[0.7, 38.1]"
106,3941022,Austria,14,"[60.0, 40.0]","[85.5, 56.6]"
107,3941022,Turkey,15,"[43.7, 26.5]","[70.8, 54.0]"
108,3941022,Austria,30,"[41.4, 31.7]","[100.9, 35.8]"
109,3941022,Turkey,8,"[7.7, 36.6]","[50.5, 2.6]"
110,3941022,Austria,6,"[61.6, 72.1]","[68.1, 72.1]"
111,3941022,Austria,12,"[65.0, 70.4]","[89.4, 47.4]"
112,3941022,Turkey,6,"[33.1, 23.9]","[73.8, 27.3]"
113,3941022,Turkey,8,"[77.0, 26.8]","[101.4, 29.2]"
114,3941022,Austria,5,"[10.1, 43.5]","[66.9, 18.4]"
115,3941022,Turkey,30,"[70.8, 19.9]","[81.1, 58.2]"
116,3941022,Austria,7,"[19.5, 0.1]","[49.6, 50.3]"
117,3941022,Turkey,2,"[50.1, 51.2]","[93.9, 62.5]"
118,3941022,Austria,38,"[22.8, 19.5]","[6.0, 9.4]"
119,3941022,Austria,5,"[120.0, 80.0]","[116.2, 36.5]"
120,3941022,Turkey,2,"[1.2, 39.8]","[1.0, 41.1]"
121,3941022,Turkey,33,"[61.0, 40.1]","[90.8, 20.3]"
122,3941022,Austria,60,"[29.3, 59.8]","[109.4, 39.1]"
123,3941022,Turkey,1,"[1.6, 39.9]","[1.6, 39.9]"
124,3941022,Turkey,20,"[11.4, 50.0]","[76.5, 78.5]"
125,3941022,Austria,26,"[36.6, 0.1]","[96.0, 39.5]"
126,3941022,Turkey,6,"[21.0, 28.7]","[46.4, 30.0]"
127,3941022,Turkey,20,"[45.1, 33.8]","[83.3, 78.6]"
128,3941022,Turkey,15,"[39.5, 0.1]","[69.1, 18.6]"
129,3941022,Austria,11,"[21.5, 49.2]","[68.6, 72.2]"
